26 17 3
2 7 40
17 57 7
52 47 5
47 60 8
49 0 33
16 24 12
4 12 45
23 16 9
67 60 1
41 47 55
59 9 1
61 20 9
9 0 26
34 11 6
37 68 1
5 2 19
46 40 2
11 29 2
45 35 2
52 21 6
63 6 7
30 13 1
55 58 12
30 21 11
40 6 52
44 36 5
35 24 2
31 1 5
11 19 2
68 45 2
50 21 2
35 64 3
34 1 5
44 66 16
20 42 1
8 11 6
30 24 5
54 66 3
11 3 4
20 50 5
46 50 5
60 46 12
66 3 3
14 34 1
41 26 14
21 19 30
5 24 1
2 17 2
17 21 11
32 7 41
5 7 10
1 24 1
0 28 1
30 0 10
34 30 2
13 44 1
18 38 1
38 29 2
26 27 1
11 12 27
40 42 19
1 21 2
45 59 1
33 40 19
47 5 1
6 14 7
5 37 1
49 61 55
67 12 1
38 10 1
5 39 27
21 59 1
6 60 18
34 52 16
44 28 1
61 45 5
33 22 2
54 6 15
41 6 119
9 40 3
19 25 7
19 56 3
30 41 5
42 4 3
29 43 1
30 11 1
24 46 1
68 64 11
0 54 3
22 29 3
33 9 1
13 53 1
52 18 9
66 48 11
31 33 1
45 68 2
62 68 1
56 30 7
46 0 16
15 22 22
17 43 4
53 55 6
60 62 33
55 24 1
41 59 2
52 31 7
39 54 2
39 52 17
66 8 12
38 43 6
8 49 1
63 42 6
55 29 1
67 5 3
50 44 6
66 23 1
55 4 1
29 26 1
21 25 2
62 52 2
67 32 6
38 64 1
52 8 79
28 29 6
22 25 1
23 40 1
48 40 4
20 65 2
22 54 2
56 15 5
49 41 34
55 35 4
3 12 40
35 4 34
26 1 1
7 59 2
34 4 28
50 66 19
5 52 59
60 48 7
12 2 9
49 30 2
46 41 42
22 43 3
35 19 7
26 55 1
12 6 6
63 58 1
46 10 5
33 0 6
6 6 529
38 20 1
40 8 12
17 29 15
6 65 5
67 17 1
38 44 4
16 26 20
37 62 2
40 62 20
15 13 1
4 15 5
37 49 1
7 2 21
60 41 32
25 56 5
66 17 10
0 7 40
56 0 5
50 5 3
4 65 2
24 9 2
8 32 13
24 30 4
40 10 6
63 33 1
24 45 2
10 33 10
43 39 28
25 24 6
15 3 5
63 37 4
9 46 2
20 6 27
33 13 1
52 50 27
46 1 8
42 46 23
62 66 21
53 8 3
35 37 20
6 48 10
34 37 9
41 37 9
28 22 4
46 6 56
24 35 9
46 15 6
37 6 25
66 43 10
14 67 1
29 9 5
64 63 50
44 58 1
38 39 6
31 41 1
5 10 15
63 61 22
33 65 1
41 1 6
1 35 13
25 62 2
36 40 6
9 11 12
44 47 38
2 34 11
68 62 1
23 55 1
1 3 38
56 3 3
67 6 23
12 3 27
38 51 1
65 0 15
30 67 1
39 41 55
48 66 10
39 50 4
45 2 6
14 39 3
64 65 13
39 10 27
17 33 20
62 67 2
7 14 6
10 54 1
30 31 1
61 64 41
51 8 16
9 32 1
16 46 4
19 29 11
59 35 2
36 29 1
41 44 42
1 34 7
59 66 1
17 66 14
66 61 6
2 42 16
51 54 14
35 25 3
6 55 24
47 65 2
47 66 4
15 19 73
5 34 17
2 61 4
25 8 16
43 8 21
16 31 13
36 33 9
51 20 4
8 35 22
62 65 21
13 19 1
66 30 8
0 40 18
52 48 2
10 18 1
54 56 9
64 43 9
6 49 27
30 32 4
54 17 6
9 52 8
41 53 1
3 6 8
2 62 6
28 35 1
7 29 1
20 49 11
5 33 8
35 26 1
29 46 2
68 67 1
50 6 93
37 20 1
66 47 5
43 18 4
9 12 10
53 40 1
32 55 3
20 26 73
20 51 2
45 10 5
57 21 1
14 54 1
64 14 2
27 19 5
21 0 4
61 66 8
46 51 4
52 57 44
44 65 19
31 25 2
10 51 1
11 40 2
43 32 39
25 57 1
39 33 15
43 10 8
65 8 2
9 29 3
15 7 9
8 4 21
57 43 1
25 2 3
1 15 15
56 4 1
49 37 1
5 61 1
14 8 8
29 44 2
29 11 6
34 24 2
39 63 3
47 7 1
4 45 3
3 36 1
30 58 1
11 34 5
0 21 2
20 12 1
28 52 1
10 38 3
19 41 2
34 25 4
28 15 13
23 25 4
61 5 2
14 11 3
38 35 58
54 22 2
8 2 33
5 1 73
15 33 2
43 54 2
13 8 1
46 56 3
39 26 3
11 13 15
42 19 2
24 60 3
2 43 10
30 37 1
50 54 19
7 10 2
33 6 77
14 10 5
46 44 4
29 64 6
13 31 1
56 58 9
42 24 1
49 4 2
14 7 5
27 18 15
5 41 18
12 43 7
22 0 3
47 49 9
8 34 7
30 53 1
15 66 6
10 6 13
47 3 1
42 62 11
63 7 1
17 40 2
66 42 10
67 36 26
31 26 2
29 38 2
58 51 43
14 24 2
12 46 2
8 0 45
57 54 5
67 44 12
21 29 7
52 14 48
67 15 1
26 23 3
41 65 3
6 44 38
51 6 128
20 62 1
19 16 11
32 48 1
2 0 219
2 66 14
36 47 1
10 49 1
51 57 7
6 40 26
32 39 28
46 63 2
15 17 43
55 57 14
44 24 1
22 52 3
64 12 1
55 53 17
39 16 1
35 33 22
7 51 11
30 4 1
43 29 2
66 34 12
46 38 3
13 65 1
1 30 5
43 60 11
34 20 1
17 54 3
15 52 24
2 29 3
40 63 11
45 39 7
26 30 2
33 17 18
16 66 2
16 50 1
59 52 2
48 39 3
61 40 23
6 37 19
61 62 19
26 20 2
53 66 4
11 0 36
17 7 8
26 60 2
22 23 6
34 64 2
7 25 7
26 40 3
60 35 1
57 20 1
52 67 7
3 44 2
49 66 13
43 21 2
52 30 5
50 30 16
52 45 23
32 44 9
51 19 1
17 37 3
44 9 1
10 3 5
14 25 1
45 44 8
57 7 1
1 52 55
12 47 1
64 42 5
8 67 1
33 5 60
23 29 2
12 9 1
18 16 12
26 35 1
16 52 1
63 13 1
41 63 7
8 24 5
15 31 25
2 4 16
37 32 13
45 20 4
24 66 7
2 65 2
17 16 30
8 31 2
68 19 2
26 28 5
38 1 3
32 16 4
1 53 2
36 64 2
8 19 6
66 12 5
36 7 5
7 39 6
33 16 2
42 7 15
10 8 23
39 47 3
32 43 17
17 30 8
8 12 31
5 46 4
66 54 1
6 56 17
1 40 7
4 13 22
66 51 9
3 19 1
4 36 5
18 44 1
41 36 29
6 16 31
6 13 10
29 24 3
45 63 4
38 12 3
1 22 1
24 33 1
65 35 1
40 58 3
17 11 3
27 17 5
18 22 7
49 7 6
11 4 13
7 40 6
42 1 4
4 3 2
17 25 16
43 38 15
25 22 2
12 0 59
51 34 2
64 33 1
19 6 26
60 0 25
39 37 7
44 64 23
40 26 3
15 23 19
57 66 6
17 14 11
31 27 1
9 15 4
32 10 22
33 25 3
40 7 15
7 52 33
66 55 2
49 47 15
46 65 4
0 60 14
0 30 7
30 44 1
53 22 2
4 66 9
17 46 13
15 20 22
58 10 1
24 7 5
10 15 9
27 24 1
30 19 9
38 13 5
48 61 3
44 33 2
12 42 1
23 27 3
1 39 6
35 66 13
2 55 1
40 61 14
46 13 3
31 13 1
29 49 6
49 8 1
18 20 5
20 36 2
44 12 1
37 38 22
59 40 1
4 1 36
9 41 1
44 42 27
62 43 13
24 1 6
43 49 21
52 37 3
21 17 9
30 16 1
3 4 12
61 65 24
60 67 1
47 61 4
47 42 31
6 31 12
55 19 1
13 15 1
42 14 5
49 49 105
29 55 2
2 11 7
54 30 4
34 67 3
44 30 3
9 34 2
6 47 16
21 15 147
28 19 6
58 8 4
23 56 1
26 8 1
21 52 15
49 6 22
2 53 2
15 39 1
44 26 1
45 62 10
45 52 19
50 46 5
0 34 14
0 43 21
39 60 1
41 61 13
53 56 3
48 41 23
12 41 1
27 22 3
38 41 2
62 0 32
62 44 29
26 45 1
65 46 10
32 6 203
45 17 14
35 39 7
55 33 1
37 66 3
0 46 15
30 39 1
20 34 1
57 25 13
19 55 8
38 50 2
44 61 52
5 29 6
29 18 4
39 35 13
47 25 2
19 28 5
28 4 1
43 12 7
63 21 2
34 33 160
66 9 2
46 8 3
4 38 64
24 20 3
35 50 11
45 66 13
25 33 2
22 49 1
3 14 22
55 54 7
25 58 1
11 32 2
26 51 2
57 51 5
20 19 20
27 16 4
0 25 14
21 62 1
17 23 2
50 12 1
58 26 1
7 62 4
30 45 10
51 58 35
1 18 2
52 58 12
50 25 12
44 67 15
58 55 10
45 33 17
65 34 2
6 64 19
2 32 3
6 7 60
59 61 1
30 12 1
6 9 9
7 56 3
8 37 6
35 36 6
32 20 1
7 17 11
1 50 1
68 66 3
34 26 1
25 19 9
65 20 9
1 10 45
13 36 1
44 44 79
63 41 15
38 4 44
66 29 6
65 51 1
63 8 2
59 11 1
41 49 36
30 27 2
55 43 2
25 10 1
19 61 7
35 7 5
40 67 9
61 33 1
4 24 3
30 47 1
62 12 3
52 10 11
38 62 1
25 37 1
28 66 1
30 28 1
45 7 6
2 5 8
0 48 12
64 32 4
62 20 1
45 57 1
4 49 1
63 44 38
0 52 55
20 5 1
18 43 2
52 63 6
25 29 2
1 43 12
44 34 5
15 10 2
13 48 1
12 5 7
9 30 2
35 18 10
62 45 4
23 28 3
37 35 18
19 48 1
12 53 1
42 34 5
9 67 1
43 15 7
36 44 4
28 17 4
38 33 6
6 36 26
23 17 4
46 62 2
40 49 13
18 40 1
6 66 62
64 68 17
47 55 1
44 4 5
39 48 2
33 66 9
35 10 12
42 60 4
20 31 3
13 6 8
56 49 1
37 8 13
48 47 11
4 47 1
31 28 3
32 36 17
59 17 22
31 9 8
67 33 7
47 46 8
43 37 17
54 46 2
45 19 3
38 34 21
40 55 3
11 6 14
2 9 4
29 32 1
39 2 10
65 68 30
39 7 7
25 43 7
67 48 5
6 21 14
43 64 16
58 6 13
62 64 28
29 5 7
7 3 4
37 44 4
49 14 3
28 24 3
56 32 2
52 40 20
26 4 3
37 15 4
63 40 7
7 0 71
6 28 7
35 1 14
53 12 2
58 17 4
49 22 1
14 52 7
55 47 2
22 66 1
9 14 2
15 9 5
1 38 2
65 7 4
15 2 5
10 25 2
10 42 2
65 52 4
35 55 3
68 41 6
59 65 4
7 45 9
23 43 1
12 64 1
32 8 43
44 37 9
41 5 22
4 68 2
1 64 1
51 22 3
35 46 12
22 24 1
8 20 3
38 45 2
43 58 2
21 48 1
53 39 1
19 40 1
25 68 1
46 14 1
31 0 2
12 37 2
57 17 17
13 17 1
30 7 6
10 46 9
59 57 18
52 7 34
20 32 3
6 67 29
2 44 5
41 14 2
19 43 1
52 43 27
65 33 3
38 32 22
59 3 1
19 49 2
65 40 11
0 11 31
46 48 8
67 22 1
56 2 1
33 47 3
39 36 6
54 20 2
55 25 5
16 9 1
52 39 20
0 1 68
29 31 5
37 34 30
52 1 33
58 53 3
35 21 1
15 14 2
2 24 1
51 66 9
30 64 1
35 3 1
64 4 2
47 48 6
65 17 1
49 19 9
22 7 5
11 35 5
8 56 2
65 66 3
25 53 5
32 67 10
2 36 8
22 26 11
5 16 3
3 26 1
62 2 6
39 14 2
36 61 2
14 65 3
12 29 5
55 16 4
34 55 4
46 55 4
15 24 13
40 48 5
64 48 5
46 58 4
20 33 2
18 6 14
52 36 6
59 20 2
32 2 11
7 34 15
58 66 1
68 42 3
65 63 10
27 55 4
44 5 1
55 2 1
61 6 8
12 14 16
13 35 5
21 20 4
25 12 1
5 25 5
21 41 1
15 12 11
13 66 1
26 34 1
26 43 3
10 64 1
0 33 8
46 49 14
33 49 1
27 15 53
32 40 18
51 30 14
47 0 12
19 30 6
12 19 5
63 24 2
44 18 1
33 10 21
51 55 32
29 22 5
56 8 3
52 51 25
42 64 9
66 40 12
45 22 2
20 64 6
8 25 5
2 12 11
39 30 5
42 38 2
39 45 7
35 5 6
11 5 4
33 42 5
52 28 4
35 22 2
55 50 10
64 0 29
43 68 6
0 65 20
15 26 26
61 39 4
68 20 1
52 38 8
66 4 12
31 23 2
13 3 13
66 41 28
7 50 30
45 53 1
4 50 6
25 13 3
58 44 1
47 37 1
7 21 1
19 52 7
19 54 4
28 55 2
64 23 1
19 20 6
19 47 1
5 45 5
15 59 1
10 29 5
40 60 13
55 30 15
43 44 37
51 2 1
44 55 3
0 5 32
7 33 15
20 4 3
6 2 39
4 19 4
4 11 19
64 66 6
29 39 1
3 38 2
32 49 3
39 51 4
40 50 11
19 21 10
14 61 2
19 34 2
58 41 2
4 44 2
14 3 9
8 13 9
54 50 15
42 8 2
21 39 1
20 45 2
66 63 15
31 10 1
34 13 9
20 9 1
29 66 4
33 41 19
17 27 2
24 10 6
39 38 2
29 0 8
5 11 22
38 9 1
0 16 1
46 39 8
63 19 1
4 0 62
10 39 11
15 35 6
66 37 6
7 5 12
46 23 1
22 9 2
10 14 4
52 46 10
56 11 2
7 41 27
26 44 1
21 40 2
59 8 3
55 52 22
18 24 6
35 31 1
25 0 6
46 30 7
35 16 5
11 24 2
55 8 10
37 45 2
50 58 29
5 55 2
31 58 2
57 6 30
45 37 2
15 30 15
21 23 4
8 66 14
58 59 1
17 32 3
55 6 6
46 36 3
40 3 10
47 50 2
50 65 1
30 65 1
47 62 8
26 5 1
17 12 1
25 16 1
24 8 7
37 56 1
38 66 6
43 41 230
13 40 5
67 2 12
20 30 2
20 38 1
30 52 15
49 13 2
32 61 1
20 0 3
56 17 9
0 47 11
60 68 44
17 51 17
17 52 31
13 62 2
19 63 2
10 24 1
38 0 8
33 20 3
47 19 2
0 37 6
27 66 1
64 21 1
64 62 25
3 29 10
37 13 1
10 30 4
48 62 8
35 61 1
66 25 2
67 42 7
50 20 3
17 55 20
43 62 46
52 3 17
13 38 3
45 41 22
48 44 9
46 28 1
46 19 2
33 8 50
37 46 4
66 14 2
41 3 1
0 29 10
19 27 1
68 59 4
35 32 54
48 19 2
2 46 11
0 49 21
38 52 12
9 2 7
5 12 14
64 6 16
18 5 1
34 32 21
7 37 14
52 60 9
43 35 18
25 4 1
43 4 16
20 60 2
63 48 13
43 11 2
1 11 27
0 2 84
19 23 2
29 10 5
33 18 1
10 20 2
15 46 11
31 29 3
40 37 11
2 56 2
2 25 5
63 47 8
56 6 6
52 35 19
63 2 1
40 2 32
50 4 3
1 14 8
39 3 1
67 61 1
41 68 5
0 23 1
60 14 1
42 20 2
67 41 69
34 17 3
11 18 6
24 39 1
0 56 4
49 63 19
34 56 4
22 60 1
42 21 1
25 45 4
19 12 1
33 46 5
12 7 9
13 43 1
43 46 24
47 32 1
43 28 1
31 24 4
66 67 7
10 19 2
1 7 20
67 35 1
46 4 11
64 40 20
47 16 1
0 42 17
15 11 5
4 2 14
7 18 1
8 8 110
41 21 3
16 4 2
7 4 14
31 19 5
4 6 27
68 63 5
24 21 6
19 1 2
15 1 9
2 19 3
24 15 28
39 17 2
18 7 2
49 65 17
36 6 24
39 40 4
21 43 3
44 41 60
67 8 5
35 17 1
65 64 19
26 15 16
36 2 11
30 38 1
41 2 28
22 1 1
31 22 6
46 43 10
53 28 1
24 36 1
42 11 1
42 66 14
12 32 7
43 66 26
13 0 34
65 45 5
43 59 4
53 58 1
65 30 1
10 9 35
21 46 2
68 65 13
19 14 1
62 19 9
27 30 4
4 46 8
5 0 72
35 11 8
58 50 20
54 15 1
61 60 42
49 20 12
21 26 6
0 67 7
34 42 3
17 9 6
40 21 7
23 22 3
30 17 12
62 35 3
50 0 17
38 2 1
0 41 55
40 5 5
44 15 5
35 42 3
18 2 1
7 55 2
48 2 2
12 66 5
43 53 6
1 19 3
8 64 3
48 45 1
4 43 13
37 7 8
1 17 10
17 22 23
45 8 7
46 32 6
65 4 1
43 40 8
42 29 1
5 47 2
44 17 1
48 64 3
44 56 3
43 25 12
37 39 11
0 44 18
27 20 2
43 48 14
5 43 5
44 51 2
18 29 7
52 33 28
33 38 16
1 32 2
25 32 1
32 33 249
52 24 5
65 14 1
32 56 1
62 3 1
18 46 8
56 43 1
5 9 12
30 51 5
40 46 5
16 23 13
49 68 6
4 59 6
19 26 1
11 46 6
28 1 1
55 22 4
34 41 14
16 22 30
29 52 5
60 39 3
13 4 14
20 28 6
35 41 8
31 35 1
14 53 1
0 61 11
68 26 2
52 6 123
61 54 2
46 21 1
46 67 8
12 39 5
33 37 20
14 40 2
32 37 29
68 39 1
39 19 3
40 35 12
29 20 2
64 60 48
34 45 9
6 33 43
43 14 13
41 67 54
61 68 47
54 52 1
41 52 42
67 19 1
38 24 2
27 46 1
29 12 4
35 44 6
6 12 5
28 26 1
50 40 13
63 45 4
40 56 3
6 63 9
1 45 2
25 15 17
63 65 22
45 34 6
22 55 7
5 40 4
37 14 2
9 1 29
35 65 1
14 36 1
7 38 3
10 1 55
60 45 23
65 44 13
35 0 20
62 46 3
9 39 1
54 7 3
39 6 23
34 0 22
41 0 103
15 55 16
61 59 3
42 35 3
16 18 6
26 21 5
53 57 20
45 43 18
30 8 6
62 6 15
6 26 3
3 49 4
35 20 4
47 63 9
68 60 16
41 66 38
55 34 1
22 18 9
63 51 1
12 36 1
58 1 1
45 65 1
66 45 7
34 38 61
16 28 11
57 10 2
56 46 3
28 3 1
22 19 12
35 13 5
47 43 11
43 55 5
22 31 5
45 36 6
42 40 14
29 25 3
25 14 4
20 37 2
40 57 1
1 49 2
12 8 20
52 22 5
10 55 2
42 59 1
37 67 5
66 65 5
43 36 28
65 48 6
37 10 5
37 30 1
30 46 14
31 46 2
32 28 1
2 15 3
15 4 7
16 20 17
60 24 1
6 19 22
41 9 2
25 11 2
45 38 2
12 24 3
21 66 1
1 42 1
50 2 4
51 25 1
45 49 30
49 48 12
28 0 2
39 12 14
50 15 2
57 59 24
55 10 3
40 13 9
1 23 1
6 50 89
32 38 83
6 10 23
13 32 3
40 33 35
46 52 19
8 51 5
12 10 2
33 67 4
65 12 1
23 38 1
25 6 25
43 50 16
32 46 12
3 1 23
5 32 6
18 17 4
14 12 6
57 58 1
52 29 8
58 0 1
46 17 7
19 35 1
2 35 8
63 62 93
59 48 1
52 56 8
67 52 10
44 38 6
63 0 20
64 36 4
15 21 17
45 67 3
40 36 12
49 45 31
8 9 1
55 17 28
39 32 14
4 35 29
52 15 37
50 43 6
0 66 26
29 14 2
45 42 23
47 68 6
9 10 13
36 15 1
60 43 14
13 12 12
66 39 13
64 7 8
31 51 1
26 52 3
32 23 1
39 53 3
65 50 1
20 46 3
32 45 14
1 0 120
9 20 1
8 40 13
27 28 7
42 41 19
8 3 28
2 3 29
39 11 3
40 51 14
6 29 9
22 58 1
10 37 2
13 29 3
3 35 1
55 7 5
42 68 8
57 39 1
39 56 1
64 47 12
10 2 2
24 55 2
22 20 30
61 30 1
6 4 34
7 44 3
24 19 6
19 44 6
39 44 3
53 17 24
20 44 2
39 15 2
8 30 11
3 8 42
7 30 3
29 40 1
29 21 4
53 54 2
7 67 5
53 20 2
39 46 10
32 1 2
64 52 7
47 2 3
17 4 14
13 5 8
7 24 9
0 39 20
52 16 2
47 6 9
27 56 3
8 5 16
0 19 11
15 32 6
25 39 4
16 44 1
66 36 6
52 11 15
25 7 9
38 46 2
15 5 3
0 26 1
26 66 1
68 61 29
61 17 3
13 64 2
12 30 1
33 35 46
40 17 14
10 66 6
25 26 1
46 34 9
25 5 4
51 53 4
2 37 4
32 3 1
56 50 18
53 19 2
23 52 11
6 52 139
34 5 6
7 49 3
44 13 2
0 50 11
36 32 15
6 39 13
65 43 5
68 6 1
51 56 32
41 32 15
31 17 4
52 26 1
53 49 1
56 9 1
57 46 1
6 1 39
20 15 43
50 8 26
2 6 22
7 68 1
64 13 1
61 24 1
35 56 1
24 6 23
68 44 11
42 43 38
61 46 7
66 27 1
47 39 5
50 22 3
5 4 56
40 34 25
43 1 27
44 10 2
30 29 3
31 52 2
4 25 1
52 66 34
14 64 3
41 45 22
6 0 105
38 5 6
13 9 13
49 62 32
43 47 18
66 18 4
10 43 7
23 8 2
4 14 6
60 52 11
10 58 2
27 52 4
41 17 1
10 35 35
18 66 2
7 26 2
32 0 18
39 4 18
35 58 3
59 58 1
33 7 11
58 43 2
17 0 22
35 51 7
45 64 4
23 31 2
34 46 6
66 10 11
5 44 1
48 52 5
41 48 55
60 66 11
42 10 1
22 30 3
48 6 1
31 8 2
40 14 2
0 8 45
58 56 4
23 18 1
19 4 2
42 50 1
18 0 2
49 29 1
60 59 2
44 63 35
42 6 64
30 50 9
8 59 5
7 42 13
62 10 2
0 38 9
43 67 37
66 52 33
18 25 7
4 34 26
49 3 4
7 12 7
27 31 5
22 44 2
61 44 22
25 51 5
3 13 24
14 2 8
16 17 30
58 2 3
14 47 3
17 19 20
31 18 2
29 36 2
0 18 2
32 15 4
48 63 5
0 63 22
24 31 3
65 47 4
19 2 3
3 41 1
67 37 9
27 8 1
5 66 19
4 20 6
59 53 160
63 20 1
15 6 54
35 59 1
50 42 1
6 41 127
63 60 27
11 42 4
6 68 1
24 22 4
53 52 8
0 10 12
44 52 8
58 20 1
32 14 3
25 41 9
43 65 9
6 18 16
43 16 2
7 64 4
32 30 4
37 17 4
21 53 1
63 17 2
54 51 9
48 65 2
49 35 5
37 24 5
8 10 12
39 0 26
56 52 13
36 20 2
43 42 112
6 32 110
11 38 6
40 1 31
44 40 25
30 15 15
63 1 1
66 38 4
15 27 5
40 66 11
12 34 7
36 38 4
43 2 35
63 52 11
56 1 3
4 33 3
19 66 6
19 0 7
6 34 88
68 2 2
40 52 26
1 6 30
6 8 83
41 4 12
43 6 107
5 36 2
16 6 28
2 1 21
16 15 32
44 39 6
28 25 1
14 49 1
33 34 47
0 59 1
64 20 6
22 16 61
56 7 5
53 1 1
8 43 9
25 46 5
66 60 14
49 2 10
39 43 11
32 62 1
7 47 6
59 68 1
15 56 1
14 16 2
52 0 189
34 14 4
17 49 1
20 52 3
47 17 1
50 7 19
7 58 1
14 42 1
11 14 4
18 8 3
46 45 13
47 51 2
37 2 5
40 25 3
53 3 2
47 1 3
18 23 2
44 32 11
57 30 1
42 39 14
60 22 1
67 43 18
68 47 4
3 5 29
15 0 27
5 38 2
47 54 1
21 18 32
62 32 2
43 23 2
29 35 1
33 45 30
41 46 70
32 63 1
26 61 3
51 18 1
14 44 7
9 13 6
62 39 6
39 25 8
43 17 19
63 35 1
62 37 3
29 4 3
1 12 25
47 41 74
4 56 5
2 33 9
63 3 1
34 40 12
36 0 7
19 46 8
